OPPORTUNITY_ID,REGIONAL_OFFICE,PRODUCT_NAME,ESTIMATED_DEAL_VALUE,ESTIMATED_DEAL_SIZE_BAND,DEAL_AGE_DAYS,PIPELINE_STATUS,AGE_BUCKET,BASE_WIN_RATE_BY_SIZE,AGE_MULTIPLIER,ADJUSTED_CLOSE_PROBABILITY,EXPECTED_REVENUE_90D,IS_AT_RISK_FLAG
18YA4UUP,Central,GTX Plus Pro,5482.00,medium,157,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
WVT3X6IC,Central,MG Special,55.00,small,157,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
VD2KHXRY,West,GTXPro,0.00,unknown,157,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
P7MSQO38,Central,GTX Basic,550.00,small,156,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
10QE4JCA,Central,MG Special,55.00,small,156,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
DXRG254A,East,GTX Basic,550.00,small,156,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
X33HL9WS,East,GTX Plus Basic,1096.00,small,156,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
9Z2WTTNY,Central,GTX Plus Basic,1096.00,small,156,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
ZJLW1OPF,Central,GTXPro,0.00,unknown,156,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
Q62JFLLD,Central,GTXPro,0.00,unknown,156,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
3PPHOXTT,Central,MG Special,55.00,small,156,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
N07XYH50,Central,GTXPro,0.00,unknown,156,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
VIFA2I18,Central,GTX Basic,550.00,small,156,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
7K31BXX3,Central,GTXPro,0.00,unknown,156,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
V3G1HBTZ,Central,GTX Basic,550.00,small,156,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
XV41LZYE,Central,GTX Basic,550.00,small,156,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
0RI2I8ZL,Central,GTX Basic,550.00,small,156,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
7W9S4DCZ,Central,MG Special,55.00,small,156,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
3L3W9W8I,Central,GTX Basic,550.00,small,156,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
WL6CZ7N4,Central,GTX Plus Basic,1096.00,small,156,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
M5FP7HGQ,Central,MG Special,55.00,small,156,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
SJ3QA8KP,Central,MG Advanced,3393.00,small,156,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
M2ZRU2UH,West,GTX Basic,550.00,small,156,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
NX2EICNQ,Central,GTX Basic,550.00,small,156,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
T0TDA2O1,Central,GTX Plus Pro,5482.00,medium,155,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
B1ZN2CFP,Central,MG Advanced,3393.00,small,155,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
3A2CCWEG,Central,MG Special,55.00,small,155,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
4QQOSYGL,East,MG Advanced,3393.00,small,155,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
NJNY07JZ,Central,GTX Basic,550.00,small,155,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
UWI771ZX,Central,GTX Plus Basic,1096.00,small,155,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
YI1V6SOX,Central,GTXPro,0.00,unknown,155,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
PNTHPFHY,Central,GTXPro,0.00,unknown,155,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
2I7IFY8D,Central,GTXPro,0.00,unknown,155,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
T1SITEI0,Central,MG Special,55.00,small,155,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
3FI1J4VO,Central,MG Special,55.00,small,155,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
7BKYKVF2,Central,GTX Plus Basic,1096.00,small,155,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
6US3WW0M,Central,MG Special,55.00,small,155,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
9M72KPA3,West,GTX Plus Basic,1096.00,small,155,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
4OYGRQGO,West,MG Advanced,3393.00,small,155,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
SPMQ0BHA,Central,GTX Basic,550.00,small,155,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
ERTQ4SN3,Central,MG Special,55.00,small,155,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
FQI66XXN,Central,GTX Basic,550.00,small,155,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
1RXGKOUE,Central,GTX Plus Pro,5482.00,medium,155,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
G40058T1,Central,MG Special,55.00,small,155,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
TQZLDFIJ,Central,MG Special,55.00,small,155,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
3SD04QJ4,East,MG Advanced,3393.00,small,155,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
ERD6D5K3,Central,GTX Basic,550.00,small,154,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
VVM42VWQ,Central,GTX Basic,550.00,small,154,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
MK380H70,Central,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
5SNCUQ8Z,Central,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
SP9W5IND,East,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
P9EJ68SM,East,GTX Plus Basic,1096.00,small,154,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
IG540SIB,Central,MG Advanced,3393.00,small,154,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
CUZDYOOO,Central,GTX Basic,550.00,small,154,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
EY7OI10Z,Central,GTX Plus Basic,1096.00,small,154,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
R55U5QI4,Central,GTX Plus Pro,5482.00,medium,154,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
TJ95PY76,Central,GTXPro,0.00,unknown,154,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
R6OZIG5J,Central,MG Advanced,3393.00,small,154,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
DVT7NPEH,Central,MG Advanced,3393.00,small,154,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
S9JXWIBD,Central,GTX Plus Basic,1096.00,small,154,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
0XBGT413,Central,GTXPro,0.00,unknown,154,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
RTOIXNPC,Central,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
7COYG1Z2,West,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
OVLGWURN,West,GTX Basic,550.00,small,154,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
UHIIYU2J,Central,GTX Basic,550.00,small,154,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
5W29OCB8,Central,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
R7I947IZ,Central,GTX Plus Basic,1096.00,small,154,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
754UOV5F,Central,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
MTN3BOMC,West,GTX Plus Basic,1096.00,small,154,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
ABT1TDH1,Central,GTX Basic,550.00,small,154,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
DJFMG9QI,Central,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
GWQX8BSZ,Central,GTX Basic,550.00,small,154,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
D9NLFAEG,Central,GTX Basic,550.00,small,154,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
TX5SADEI,Central,GTX Plus Basic,1096.00,small,154,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
I5AKI9KC,Central,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
0M3NCPQX,Central,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
RN7M3757,Central,MG Advanced,3393.00,small,154,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
OJ42ZCHR,East,MG Special,55.00,small,154,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
QD4ONE04,Central,MG Special,55.00,small,153,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
0PT4RY4P,Central,MG Advanced,3393.00,small,153,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
FSEV7ZJC,Central,GTXPro,0.00,unknown,153,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
OEP0IJ6S,Central,GTXPro,0.00,unknown,153,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
YWGU40CP,Central,MG Special,55.00,small,153,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
ICG3THQK,Central,GTX Basic,550.00,small,153,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
WOO9JXOQ,Central,MG Advanced,3393.00,small,153,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
OBDEDIXA,West,MG Advanced,3393.00,small,153,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
1O72EKFY,West,GTX Plus Pro,5482.00,medium,153,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
4XXAK1QL,Central,GTX Basic,550.00,small,153,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
WU81R3XH,Central,GTX Basic,550.00,small,153,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
HHWZEWDV,Central,GTX Plus Basic,1096.00,small,153,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
EMH2I8XE,Central,MG Advanced,3393.00,small,153,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
UBO7V799,Central,MG Advanced,3393.00,small,153,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
DZQW0KQ4,West,GTX Plus Pro,5482.00,medium,153,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
OAUUCC2N,Central,GTX Plus Basic,1096.00,small,153,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
283MDYKM,Central,GTX Plus Basic,1096.00,small,153,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
56LUBQTV,Central,MG Advanced,3393.00,small,153,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
Q65B52C5,Central,GTX Basic,550.00,small,153,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
STI8KYWL,Central,GTX Plus Basic,1096.00,small,153,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
K63TD0WD,Central,MG Special,55.00,small,153,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
EP9JNNF1,East,MG Special,55.00,small,153,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
I1R23P5F,Central,GTX Plus Basic,1096.00,small,152,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
CFKXEPFN,Central,GTX Plus Basic,1096.00,small,152,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
4ZB2W6O7,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
H85L45JM,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
A2YIYWNW,East,MG Advanced,3393.00,small,152,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
HISWL7B0,Central,GTXPro,0.00,unknown,152,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
BSKNQJOJ,Central,GTXPro,0.00,unknown,152,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
1FLN8BTI,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
VAL8O4PH,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
RZXMIHGO,Central,GTX Basic,550.00,small,152,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
IW6S2BN0,Central,GTX Plus Basic,1096.00,small,152,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
G78ZK6XI,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
9C3YHNBY,Central,MG Advanced,3393.00,small,152,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
U4L1277G,West,GTX Plus Basic,1096.00,small,152,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
YE7F777U,Central,GTX Basic,550.00,small,152,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
DO6VKC2G,Central,GTK 500,26768.00,large,152,open,aging,0.600000,0.65,0.39000000,10439.5200000000,1
MBYOJR5A,Central,GTX Plus Pro,5482.00,medium,152,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
NBJR3GVR,Central,GTXPro,0.00,unknown,152,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
Y7244XW7,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
22HV3N2W,Central,GTX Plus Basic,1096.00,small,152,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
FKY3O5O1,Central,GTXPro,0.00,unknown,152,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
WRKPDK7O,Central,GTX Plus Pro,5482.00,medium,152,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
3FWZBSW1,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
VIY7P8J6,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
PR1H7NHK,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
A9TEJW6U,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
1DC9PQ4S,Central,MG Special,55.00,small,152,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
JGXK8P6T,West,MG Advanced,3393.00,small,152,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
URQYDGX8,Central,GTX Basic,550.00,small,151,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
KIKG1BGV,Central,MG Advanced,3393.00,small,151,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
2E2FDZHG,Central,GTXPro,0.00,unknown,151,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
8LP076IV,Central,MG Special,55.00,small,151,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
CWXHKUV5,Central,MG Special,55.00,small,151,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
N909ADDC,West,MG Advanced,3393.00,small,151,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
ULJG457F,Central,MG Special,55.00,small,150,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
AZN2K0V9,Central,MG Advanced,3393.00,small,150,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
6TGCOE5O,East,GTX Plus Pro,5482.00,medium,150,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
QIEAKLRU,Central,MG Advanced,3393.00,small,150,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
A04V2WB3,West,GTK 500,26768.00,large,150,open,aging,0.600000,0.65,0.39000000,10439.5200000000,1
TIPXNDS2,Central,MG Special,55.00,small,150,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
3G61D5KV,Central,MG Special,55.00,small,150,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
6RZ5GSAB,Central,GTX Basic,550.00,small,150,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
RD6Y5R4P,West,MG Special,55.00,small,150,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
7VSFD2MV,West,GTX Basic,550.00,small,150,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
3BA9OPGY,Central,MG Special,55.00,small,150,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
LDQITW5C,Central,MG Advanced,3393.00,small,150,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
9V2SW5MV,Central,MG Advanced,3393.00,small,150,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
0R5KAHNB,Central,MG Advanced,3393.00,small,150,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
ATMWAQL5,Central,GTX Plus Basic,1096.00,small,150,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
SUUVV6RP,Central,MG Special,55.00,small,150,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
XB1ZV04H,Central,GTX Basic,550.00,small,150,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
Q1TS5ZKD,Central,MG Special,55.00,small,150,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
NNH4EBG8,West,MG Special,55.00,small,150,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
5UFU5IO4,East,MG Special,55.00,small,149,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
VLYT262U,East,GTX Plus Basic,1096.00,small,149,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
UM1OU73X,Central,GTXPro,0.00,unknown,149,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
69U39SXU,Central,GTXPro,0.00,unknown,149,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
ZCUMC0XC,Central,MG Special,55.00,small,149,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
V1KABF71,Central,GTX Plus Basic,1096.00,small,149,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
CPOA6FVA,Central,GTX Basic,550.00,small,149,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
5VW9YVTU,Central,GTX Basic,550.00,small,149,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
FUI9BIS3,Central,MG Advanced,3393.00,small,149,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
49SUORYW,Central,GTX Plus Basic,1096.00,small,149,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
51VR0RD3,East,MG Special,55.00,small,149,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
4PNXMXXC,Central,GTX Basic,550.00,small,148,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
OVA9HMN1,Central,GTX Plus Pro,5482.00,medium,148,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
DAAHNY6T,Central,MG Special,55.00,small,148,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
80QJ0BQH,Central,MG Special,55.00,small,148,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
MOAP4XN7,East,GTXPro,0.00,unknown,148,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
2N2MUDOA,East,GTXPro,0.00,unknown,148,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
RCJRB8W8,Central,GTX Plus Pro,5482.00,medium,148,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
5NGPM4C3,Central,GTX Plus Pro,5482.00,medium,148,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
7DOGGIXI,West,MG Special,55.00,small,148,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
NY7Z4I06,West,GTX Plus Pro,5482.00,medium,148,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
9P180HVQ,Central,GTX Basic,550.00,small,148,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
ACGLK2YE,Central,GTX Plus Basic,1096.00,small,148,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
3A54O8JT,Central,MG Special,55.00,small,148,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
R9GI5SJ5,West,MG Advanced,3393.00,small,148,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
WO1OYV0Z,East,GTX Plus Pro,5482.00,medium,147,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
ZGK1AWBD,East,MG Special,55.00,small,147,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
AV72Y65Y,Central,MG Special,55.00,small,147,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
A8NDGVJE,Central,GTXPro,0.00,unknown,147,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
7FFV8D9U,Central,GTXPro,0.00,unknown,147,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
04T6SOQW,West,GTX Basic,550.00,small,147,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
SLMY2KDA,West,GTXPro,0.00,unknown,147,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
PDMZ1I99,Central,MG Advanced,3393.00,small,147,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
AD2YEH7W,Central,GTX Plus Pro,5482.00,medium,147,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
98K99UW9,East,GTX Plus Pro,5482.00,medium,147,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
OMJHW2J1,Central,MG Advanced,3393.00,small,147,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
G6CMP5I9,Central,MG Advanced,3393.00,small,147,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
OSG9KZGB,Central,GTX Plus Basic,1096.00,small,146,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
693K7IAT,East,GTX Basic,550.00,small,146,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
WD7Q5D3G,West,GTX Plus Basic,1096.00,small,146,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
ZC987DAQ,West,MG Advanced,3393.00,small,146,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
I6M40320,Central,GTX Plus Basic,1096.00,small,146,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
SYA1A4E5,Central,GTXPro,0.00,unknown,146,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
9AESK6QV,West,GTX Basic,550.00,small,146,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
Q8QGD2OG,Central,MG Advanced,3393.00,small,145,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
FH3UXT3T,Central,GTXPro,0.00,unknown,145,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
CLRPASVW,West,GTX Basic,550.00,small,145,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
FS60AX8A,Central,GTX Basic,550.00,small,145,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
O7LSETHG,East,MG Advanced,3393.00,small,145,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
FCBSZ6FJ,Central,GTX Plus Pro,5482.00,medium,144,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
S931EBRN,East,GTX Basic,550.00,small,144,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
MUSSD9WD,Central,GTX Plus Basic,1096.00,small,144,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
9B20R6A5,Central,GTXPro,0.00,unknown,144,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
BJH89YWM,Central,GTX Basic,550.00,small,144,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
EVXPG3V5,Central,GTX Basic,550.00,small,144,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
FSNL204U,Central,GTX Plus Pro,5482.00,medium,144,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
RC4LEDIA,Central,MG Advanced,3393.00,small,144,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
298J5EM0,West,GTX Basic,550.00,small,144,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
Z4OOTJAJ,Central,GTX Plus Pro,5482.00,medium,143,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
988J5AUI,West,GTX Plus Basic,1096.00,small,143,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
MBPJUJ7F,Central,GTX Basic,550.00,small,143,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
2KWJIZX6,Central,GTX Plus Basic,1096.00,small,143,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
99EA6HXJ,West,GTX Basic,550.00,small,143,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
J31SUXQJ,Central,GTX Plus Pro,5482.00,medium,143,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
DYO98F6J,Central,MG Special,55.00,small,143,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
EEB0JYIQ,Central,GTX Plus Basic,1096.00,small,143,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
68EYCEV4,East,GTXPro,0.00,unknown,143,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
P4D1NK6D,West,GTX Basic,550.00,small,142,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
5MAXF8FK,Central,GTX Plus Pro,5482.00,medium,142,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
Z7Q2USU1,West,MG Special,55.00,small,142,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
8CBTC1PX,Central,MG Advanced,3393.00,small,142,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
UMF3KRCL,West,GTX Basic,550.00,small,142,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
VJSI29OF,Central,MG Special,55.00,small,142,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
6KEWAQMX,East,GTXPro,0.00,unknown,141,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
QFRZLXF3,Central,MG Special,55.00,small,141,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
8MUD1WS1,Central,MG Advanced,3393.00,small,141,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
HMWIP0F2,Central,MG Special,55.00,small,141,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
27REMGYU,West,GTX Basic,550.00,small,141,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
O0L6JUYE,Central,GTX Basic,550.00,small,141,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
ZR436XWW,West,GTX Plus Basic,1096.00,small,141,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
44Q1W18Y,Central,MG Special,55.00,small,141,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
LT111IZL,Central,MG Special,55.00,small,141,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
QHY85D44,Central,MG Special,55.00,small,141,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
7ZN8YCH8,Central,MG Special,55.00,small,141,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
B96E3BBD,West,GTX Basic,550.00,small,141,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
MQEFGUOG,West,GTX Basic,550.00,small,141,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
3C6E0D28,West,GTX Plus Pro,5482.00,medium,141,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
58W7CZGD,West,GTXPro,0.00,unknown,141,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
EEQV0YY4,East,GTX Basic,550.00,small,141,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
0OHEJOI5,East,MG Advanced,3393.00,small,140,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
QMFN71BT,Central,GTX Plus Basic,1096.00,small,140,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
